HGNC_Symbol,log2R_CNA,Z_Score
MAP2K2,-0.116205,163.59
KDM2A,-0.0793067,23.03
KDM2B,-1.56603,5.2
FBXW7,0.0302324,11.64
HGF,0.445981,0.01
TSC1,-0.148614,9.79
TLE6,-0.116205,2.16
MSH6,0.00411729,42.4
GPRIN2,-0.0605317,0
MYCL,-0.103843,0.02
MYCN,0.00411729,0
SMO,0.754679,8.43
MSH2,0.00411729,21.16
CCNE1,0.583127,10.01
TBL1XR1,0.078556,42.63
SRSF2,-0.176136,121.89
PGR,0.0968834,0
RAD54L2,-1.396,5.18
ROR2,-0.109565,0
PPEF1,-0.0602935,0.04
RAF1,-0.0634672,47.14
CARD11,1.05031,0.09
NOTCH2,0.654429,34.53
INO80C,0.090415,16.05
KMT2D,-0.0388672,31.58
NOTCH3,-0.116205,0.78
CSF1R,-0.0289656,0.06
DNMT1,-0.116205,57.75
NOTCH1,-0.161241,12.23
CBFB,-0.019957,48.71
KMT2C,0.593422,21.03
NOTCH4,0.56175,3.4
STK3,0.775812,21.68
ZFP36L1,-0.00759616,40.2
UBC,-1.56603,672.32
ABL1,-0.148614,43.38
SMYD3,0.735514,21.61
SLC38A3,-1.396,0
SMAD2,-0.0163876,48.64
SMAD4,-0.0163876,46.47
MUC16,-0.116205,0.02
MUC17,0.703844,0.01
PTCH1,-0.109565,8.9
IDH1,0.13812,75.6
IDH2,-0.0856757,27.69
INHBA,1.22466,0.08
ESR1,-1.35826,0.32
PALB2,-0.139006,13.46
AICDA,-0.05316,0.06
LRP1B,0.134191,0
PTPRD,0.0230795,0.15
AFDN,-1.49401,23.11
LRFN4,-0.0793067,7.54
CDK6,0.875382,13.56
CDK4,0.0741491,134.14
FES,-0.0856757,0.08
GNAQ,0.040209,12.65
MDM2,0.0741491,110.41
BCL2,-0.0163876,6.14
GNAS,0.567494,607
NF1,-0.0640642,18.9
MDM4,0.687271,28.35
NF2,-0.182945,14.92
FGFR4,-0.155087,2.02
FGFR3,-0.132307,0
MYD88,-1.4488,28.63
FGFR2,-0.042204,0.01
NFE2L2,0.058233,68.27
FGFR1,-0.038634,19.87
ALK,0.00411729,3.37
KDM5A,-0.156343,17.26
PIWIL1,-1.56603,0.04
KDM5B,0.687271,25.01
KDM5C,0.0836592,30.75
ZMYND19,-0.161241,26.61
FLT3,-0.0693067,0
RASGRF2,0.042412,0.08
PTEN,-1.43482,33.18
TNFAIP3,-1.35826,3.4
ADAR,0.658841,174.48
CDC73,0.950128,22.2
AFF2,-0.00053785,1.13
RPGR,0.0399227,4.95
POLB,-0.038634,34.74
FAM166A,-0.161241,0.28
CASP8,0.13812,16.36
DNMT3B,0.625826,3.62
POLI,-0.0163876,18.06
KDM6A,0.0836592,8.51
KDM6B,-0.141863,13.38
HSP90AA1,-0.0264681,191.99
TBP,-1.49401,5.92
ATRX,0.0836592,20.04
DNMT3A,0.00411729,11.15
AXIN1,-1.34505,8.67
HAUS5,0.583127,14.81
ARID1A,-0.134694,26.43
ARID1B,-1.55047,11.91
ETV6,-0.05316,10.98
TGFBR2,-1.26805,28.19
LATS1,-1.35826,5.13
TRAF7,-0.139006,51.46
DALRD3,-1.4488,12.6
LATS2,0.0673896,8.97
RASA3,-0.0472992,23.31
PIK3CA,0.078556,7.52
SETBP1,-0.0163876,1.93
SOS1,0.00411729,14.01
MET,0.918112,9.15
KDM3A,0.104596,33.95
LTK,-1.33179,0.04
PRKAA1,0.042412,32.45
KDM3B,-0.0289656,25.84
PRKAA2,-0.0843813,0
SRC,0.625826,23.57
ATP10B,-0.00962929,4.17
U2AF1,-0.247513,30.27
ACVR1B,-0.123545,6.77
CBL,-0.159072,9.49
AURKC,0.575475,1.27
AURKB,-0.141863,50.63
AURKA,0.567494,32.2
TTN,0.058233,0.02
MAPK9,-0.155087,19.41
MAPK8,-0.0605317,17.17
ERBB3,0.0741491,176.31
ERBB4,0.00746787,0
GNA11,-0.116205,22.78
ERBB2,-0.179982,19.99
PTK2B,-0.038634,2.19
DROSHA,0.0294537,30.11
HES1,-0.0840106,21
VHL,-0.0634672,24.07
MUC4,-0.0840106,0.27
NTRK1,0.658841,0.06
TCF7L2,-0.042204,11.65
NTRK2,-0.0208986,0
KDM4A,-0.103843,10.04
KDM4B,-0.116205,8.03
KDM4C,0.0230795,7.33
KDM4D,0.0968834,1.61
PRRX1,0.741944,0.02
NTRK3,-0.0856757,0.2
PTPN11,-0.0388245,44.64
LYSMD3,0.131003,10.64
MUC5B,-0.116142,0.14
KLF4,0.0583998,1.5
USH2A,0.861157,0.02
MTOR,-0.134694,21.77
TSHR,-0.0632406,0.01
TBX3,-0.16819,0.16
ASXL1,0.625826,54.66
RAD52,-0.156343,6.55
RAD50,-0.0289656,25.1
RAD51,-0.00276904,10.97
APC,0.109444,6.7
CARM1,-0.116205,31.97
KRAS,0.102154,13.58
BCOR,0.0399227,14.99
