HGNC_Symbol,log2R_CNA,Z_Score
FAT4,0.0085226,0.02
EZH1,0.0537774,23.06
APOBEC3A,0.0192544,0.15
BAP1,0.0493578,26.46
EZH2,0.867412,13.55
ATR,0.0462332,14.44
TP73,0.0606306,0.15
RET,0.0567013,0.02
COL18A1,0.025531,28.24
SETD2,0.0493578,8.66
CDKN1B,0.0199611,15.65
SETD7,0.0085226,7.76
BRCA1,0.0537774,7.01
CTCF,0.0494989,12.81
GLI1,0.023734,0.29
BRCA2,0.0241697,3.59
PHF6,1.41164,16.27
GLI3,0.00734968,19.32
GLI2,0.846898,1.17
MED12,1.40085,19.73
HEY1,1.37497,109.18
HEY2,-0.0196185,52.88
JAK2,-0.00200259,2.27
CIC,0.0900553,21.64
JAK3,0.0900553,0.76
HRAS,0.301199,42.55
TEAD1,0.301199,27.61
TEAD2,0.0900553,19.47
H3-3A,0.0598543,182.58
CCR2,0.0493578,0
JAK1,0.0606306,15.32
TEAD4,0.0569531,11.6
APOBEC1,0.0294114,0
PRMT6,0.0123357,7.88
PRMT5,0.0199691,51.34
PBRM1,0.0493578,10.2
APOBEC2,0.0238153,0
PRMT2,0.025531,67.01
APOBEC4,0.833883,0
HSBP1,0.0494989,61.16
PRMT1,0.0900553,148.47
GPR32,0.0900553,0.06
NCOA3,0.0418616,8.79
MST1,0.0493578,10.22
PRMT3,0.301199,28.52
TET2,-0.0465605,1.71
PAX5,0.0414627,0.01
ASH1L,0.833883,7.53
ITPKB,0.0598543,11.37
RAD51B,0.00559018,6.28
MED23,0.0114822,11.66
RAD51D,0.0118241,10.27
NCOR1,-1.51015,16.99
RAD51C,0.323169,28.18
KIT,-0.000866987,0.02
DDR2,0.833883,24.88
AMER1,-0.00775365,0.67
YAP1,0.853932,30.32
SLC66A1,0.0606306,10.02
DOT1L,0.0470321,6.18
CXCR4,0.846898,0.28
EGFR,0.00734968,0.08
RAD54B,0.837958,7.25
NSD3,0.0357516,15.02
NRAS,0.0123357,20.8
NSD1,0.00624092,7.89
HSF2,-0.0196185,11.02
HSF1,1.38278,100.63
NSD2,0.0450723,20.96
SPOP,0.0537774,13.01
HSF4,0.0494989,15.2
RAD54L,0.0606306,5.99
PMS2,0.00734968,14.94
CSMD3,1.36146,0
BID,0.0872904,14.75
PAK3,1.41164,0.04
SF3B1,0.837299,214.48
PMS1,0.837299,14.94
NPM1,0.0125383,2806.36
CDKN2C,0.0606306,4.86
MAP3K1,-0.0194799,28.96
CDKN2A,0.0425001,39.73
H2BC4,0.0238153,0.64
SAAL1,0.301199,27.54
WNT7A,0.0289969,0.01
MLH1,0.0493578,28.05
TARBP2,0.023734,18.05
DSPP,0.00466147,0.02
TTC5,0.0199691,4.36
KLHL6,0.112073,0.32
WT1,0.292108,0
NEK10,0.0493578,0.21
CTNNB1,0.0493578,261.69
CRLF2,0.0447948,0.02
FOXA1,0.0199691,0.25
PRDM9,0.0168847,0.02
KDM1A,0.0606306,29.19
KDM1B,0.0238153,8.23
ATN1,0.0294114,30.33
MPL,0.0606306,0
PRDM2,0.0606306,6.08
PRDM1,-0.0196185,0.71
IGF1R,0.0568721,22.1
STK11,0.0470321,17.01
CCND1,0.83706,123.43
CDH1,0.0494989,1.73
HCFC1R1,0.0418571,20.81
EP300,0.0192544,10.69
ARID2,0.023734,3.36
ROS1,-0.0196185,0.01
MEN1,0.84465,19.72
LMO1,0.301199,0.04
PDGFRB,-0.0194799,2.74
RNF43,0.0537774,5.68
PDGFRA,-0.000866987,5.06
MAP2K4,0.0454422,6.93
MAP2K1,0.851329,29.61
MAP2K2,0.0470321,117.71
KDM2A,0.84465,17.73
KDM2B,0.0717048,7.52
FBXW7,-0.017974,15.47
HGF,0.867412,0.23
TSC1,0.0429734,7.85
TLE6,0.0470321,5.73
MSH6,0.843203,38.28
MYCL,0.0606306,0
GPRIN2,0.807209,0
MYCN,0.858064,0
MSH2,0.843203,22.71
SMO,0.867412,9.28
TBL1XR1,0.0462332,28.14
CCNE1,0.0900553,3.38
SRSF2,0.323169,157.02
PGR,0.853932,0
ROR2,0.0467117,0.06
RAD54L2,0.0493578,5.28
RAF1,0.0289969,31.46
PPEF1,0.194175,1.93
CARD11,0.00734968,0.09
INO80C,0.0533506,7.67
NOTCH2,0.144288,8.67
KMT2D,0.023734,12.67
NOTCH3,0.0900553,5.64
CSF1R,-0.0194799,0.11
DNMT1,0.0900553,38.02
NOTCH1,0.0429734,10.17
CBFB,0.0494989,14.6
KMT2C,0.867412,14.03
NOTCH4,0.0238153,4.98
STK3,1.40133,19.3
ZFP36L1,0.00559018,44.63
UBC,0.0717048,743.76
ABL1,0.0429734,14.44
SMYD3,0.837595,24.66
SLC38A3,0.0493578,0.13
SMAD2,0.0378726,38.09
SMAD4,0.0378726,28.24
MUC16,0.0900553,0.02
MUC17,0.867412,0.14
PTCH1,0.115545,2.21
IDH1,0.837299,31.08
IDH2,0.862593,27.25
INHBA,0.00734968,0.04
ESR1,-1.67552,0.15
PALB2,0.0418571,7.82
LRP1B,0.846898,0
AICDA,0.0294114,0
PTPRD,-0.00200259,0.01
AFDN,0.022264,38.09
CDK6,0.867412,19.69
LRFN4,0.84465,9.25
FES,0.862593,5.13
CDK4,0.023734,164.06
GNAQ,0.0467117,12.99
MDM2,0.023734,58.12
BCL2,-0.00259437,1.44
GNAS,0.0418616,468.92
NF1,-1.51974,8.04
MDM4,0.833543,22.95
NF2,0.0192544,9.67
FGFR4,0.00624092,0.88
FGFR3,0.0450723,0.29
FGFR2,0.0456937,0.04
MYD88,0.0493578,11.56
NFE2L2,0.837299,103.35
FGFR1,0.0357516,58.83
KDM5A,0.034598,12.85
ALK,0.851617,8.09
PIWIL1,0.0687328,0
KDM5B,0.833543,16.03
KDM5C,-0.00775365,18.9
ZMYND19,0.0429734,18.76
FLT3,0.0241697,0
RASGRF2,-0.0194799,0.14
PTEN,0.0195229,33.05
TNFAIP3,-0.0356413,3.54
ADAR,0.833883,83.09
CDC73,0.833543,15.73
AFF2,-0.061226,0.05
RPGR,-0.00775365,7.8
POLB,0.0357516,32.87
FAM166A,0.0429734,0
CASP8,0.837299,24.3
DNMT3B,0.0418616,0.8
POLI,0.0378726,17.76
KDM6A,-0.00775365,9.59
KDM6B,0.0451096,2.3
HSP90AA1,0.0488337,406.33
TBP,0.846361,11.57
DNMT3A,0.851617,10.13
ATRX,1.40085,33.63
AXIN1,0.0418571,15.59
HAUS5,0.0900553,9.06
ARID1A,0.0606306,13.1
ARID1B,-1.67552,4.87
ETV6,0.0199611,10.97
TGFBR2,0.0493578,1.25
LATS1,-1.67552,2.58
TRAF7,0.0418571,32.32
LATS2,0.0241697,2.41
DALRD3,0.0493578,35.48
PIK3CA,0.145511,7.61
RASA3,0.0476675,17.81
SETBP1,0.0378726,0.02
SOS1,0.837853,12.79
MET,0.867412,10.42
KDM3A,0.90486,37.34
PRKAA1,-0.0194799,10.3
LTK,0.0168375,0.32
KDM3B,-0.0194799,20.09
PRKAA2,0.0606306,0
SRC,0.0418616,10.91
ATP10B,0.0125383,16.96
U2AF1,0.025531,28.6
ACVR1B,0.023734,5.95
CBL,0.821737,10.8
AURKC,0.0900553,1.14
AURKB,0.0451096,17.69
TTN,0.837299,0.14
AURKA,0.0418616,10.73
MAPK9,0.00624092,10.82
MAPK8,-0.0183997,21.6
ERBB3,0.023734,64.88
ERBB4,0.837299,0.02
GNA11,0.0470321,13.83
ERBB2,0.0118241,9.68
PTK2B,0.0357516,4.4
DROSHA,0.0168847,28.27
HES1,0.0700033,9.43
VHL,0.0289969,17.54
MUC4,0.0700033,0.1
NTRK1,0.833883,0.23
TCF7L2,0.0456937,3.99
KDM4A,0.0606306,11.02
NTRK2,0.0467117,0.06
KDM4B,0.0470321,4.11
KDM4C,-0.00200259,5.93
KDM4D,0.853932,2.5
PRRX1,0.833883,60.31
NTRK3,0.0311973,0
PTPN11,0.0717048,23.09
LYSMD3,-0.0194799,2.28
MUC5B,0.301199,0.64
KLF4,0.0429734,6.85
USH2A,0.0598543,0
MTOR,0.0606306,18.71
TBX3,0.0717048,0.01
TSHR,0.00234811,0.21
ASXL1,0.0418616,32.82
RAD52,0.034598,10.77
RAD50,-0.0194799,19.08
RAD51,0.0168375,4.16
APC,-0.0194799,3.58
CARM1,0.0900553,17.62
KRAS,0.023734,4.5
BCOR,-0.00775365,6.66
