HGNC_Symbol,log2R_CNA,Z_Score
DNMT1,-0.115571,39.54
NOTCH1,-0.226902,7.56
CBFB,-0.0672783,28.55
KMT2C,-0.038939,5.56
NOTCH4,0.652111,1
ZFP36L1,-0.0204461,55.56
STK3,-0.0702518,5.99
UBC,-0.0397497,312.82
ABL1,-0.0535109,29.91
SMYD3,0.692302,17.32
SLC38A3,-0.0325806,0.19
SMAD2,-0.0198058,46.54
SMAD4,-0.0198058,44.18
MUC16,-0.115571,0.03
MUC17,-0.0444989,0
IDH1,0.67564,97.64
PTCH1,-0.046131,8.86
IDH2,-0.0195926,17.73
INHBA,-0.0444989,0.07
PALB2,-0.043756,6.28
ESR1,-0.0638774,0.8
AICDA,-0.0788351,0.1
LRP1B,0.714884,0
PTPRD,-0.0516434,0.04
AFDN,-0.121825,29.89
LRFN4,-0.118112,17.69
CDK6,-0.0444989,12.27
CDK4,-0.0137699,180.79
FES,-0.0195926,18.21
GNAQ,-0.00354375,14.1
BCL2,-0.0198058,7.52
MDM2,0.0349354,88.52
NF1,-0.055495,14.2
GNAS,1.0798,966.02
MDM4,0.638378,33.79
NF2,-0.0755632,8.84
FGFR4,-1.40002,2.75
FGFR3,-0.0979072,0.08
FGFR2,-1.33073,0.04
MYD88,-0.0490221,29.89
FGFR1,-0.0221495,22.92
NFE2L2,0.67564,50.44
ALK,0.678221,0.73
KDM5A,-0.0788351,4.75
KDM5B,0.638378,19.47
PIWIL1,-0.0397497,0
KDM5C,0.0079814,32.73
ZMYND19,-0.226902,28.97
FLT3,0.654051,0
RASGRF2,-0.065947,0.34
PTEN,-1.37851,8.38
TNFAIP3,-0.0638774,4.87
ADAR,0.634332,86.54
CDC73,0.705817,10.86
RPGR,0.0079814,1.33
AFF2,0.0160021,0
POLB,-0.0538413,27.55
FAM166A,-0.226902,0.07
CASP8,0.67564,18.76
DNMT3B,0.683058,2.37
POLI,-0.0198058,11.32
KDM6A,0.0079814,4.98
KDM6B,-0.055495,6.94
HSP90AA1,-0.0276442,105.69
TBP,-0.121825,8.5
DNMT3A,0.678221,34.8
ATRX,0.0079814,5.82
AXIN1,-0.166533,17.67
HAUS5,-0.0721084,14.88
ARID1A,-0.06432,19.51
ARID1B,-0.0638774,17.73
ETV6,-0.0230222,8.18
TGFBR2,-0.0490221,16.7
LATS1,-0.0638774,6.39
TRAF7,-0.166533,37.85
DALRD3,-0.0325806,31.83
LATS2,0.654051,9.88
RASA3,0.642611,36.75
PIK3CA,-0.0359841,4.5
SETBP1,-0.0198058,0.07
SOS1,0.702706,7.11
MET,-0.038939,21.08
PRKAA1,-0.0300587,17.66
KDM3A,0.719516,21.68
LTK,-0.0447019,0.06
PRKAA2,-0.0092127,0
KDM3B,-1.46782,11.55
SRC,0.683058,51.72
ATP10B,-1.43467,5.42
U2AF1,-0.159625,35.96
CBL,-0.0763844,5.81
ACVR1B,0.113785,10.19
AURKC,-0.0721084,0.59
AURKB,-0.055495,23.94
TTN,0.67564,0.45
AURKA,1.0798,23.48
MAPK9,-1.40002,5.3
MAPK8,-1.35202,8.71
ERBB3,-0.0137699,222.13
ERBB4,0.67564,0
GNA11,-0.239649,23.28
ERBB2,-0.055495,18.59
DROSHA,-0.0300587,24.01
PTK2B,-0.0221495,3.34
HES1,-0.0984919,28.83
VHL,-0.0490221,18.42
MUC4,-0.0984919,0.21
NTRK1,0.634332,0.13
NTRK2,-0.00354375,0.02
TCF7L2,-1.33073,5
KDM4A,-0.0636761,17.05
KDM4B,-0.115571,8.2
KDM4C,-0.0516434,7.54
PRRX1,0.692835,1.1
KDM4D,-0.00685182,1.46
NTRK3,-0.0195926,0.01
PTPN11,-0.0397497,19.87
LYSMD3,-0.065947,5.8
KLF4,0.0029165,7.8
MUC5B,-0.107983,0.52
USH2A,0.774806,0.03
TSHR,-0.0204461,0
MTOR,-0.0409458,21.54
TBX3,-0.0397497,0.27
ASXL1,0.683058,61.48
RAD52,-0.0788351,5.04
RAD50,-1.46782,1.17
RAD51,-0.0447019,8.64
APC,-1.40513,1.12
CARM1,-0.115571,28.83
KRAS,-0.0230222,9.51
BCOR,0.0079814,10.64
